Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date
Seed Round - District Capital,https://www.crunchbase.com/funding_round/district-capital-b58c-seed--3fae8708,District Capital,https://www.crunchbase.com/organization/district-capital-b58c,Seed,,,,2018-10-01
Funding Round - Acorns,https://www.crunchbase.com/funding_round/acorns-grow-undisclosed--a791fca6,Acorns,https://www.crunchbase.com/organization/acorns-grow,Funding Round,,,,2018-10-01
"Venture Round - Tactus Technology, Inc",https://www.crunchbase.com/funding_round/tactus-technology-series-unknown--833c268f,"Tactus Technology, Inc",https://www.crunchbase.com/organization/tactus-technology,Venture - Series Unknown,5200000,USD,5200000,2018-10-01
Secondary Market - Acorns,https://www.crunchbase.com/funding_round/acorns-grow-secondary-market--2d44210f,Acorns,https://www.crunchbase.com/organization/acorns-grow,Secondary Market,,,,2018-10-01
Pre Seed Round - Noctrix Health,https://www.crunchbase.com/funding_round/noctrix-health-pre-seed--3d1de40f,Noctrix Health,https://www.crunchbase.com/organization/noctrix-health,Pre-Seed,,,,2018-10-01
Series A - Modis Therapeutics,https://www.crunchbase.com/funding_round/modis-therapeutics-series-a--281e3b94,Modis Therapeutics,https://www.crunchbase.com/organization/modis-therapeutics,Series A,30000000,USD,30000000,2018-10-01
"Series B - 5 Point Medical, Inc.",https://www.crunchbase.com/funding_round/5-point-medical-inc-series-b--50ac8d26,"5 Point Medical, Inc.",https://www.crunchbase.com/organization/5-point-medical-inc,Series B,75000000,USD,75000000,2018-10-01
Venture Round - Worldwide Facilities,https://www.crunchbase.com/funding_round/worldwide-facilities-series-unknown--fd421193,Worldwide Facilities,https://www.crunchbase.com/organization/worldwide-facilities,Venture - Series Unknown,7542000,USD,7542000,2018-10-01
Seed Round - Sportamix,https://www.crunchbase.com/funding_round/sportamix-7d38-seed--64920425,Sportamix,https://www.crunchbase.com/organization/sportamix-7d38,Seed,120000,USD,120000,2018-10-01
Angel Round - REIGN CREATIVES,https://www.crunchbase.com/funding_round/reign-creatives-angel--63150278,REIGN CREATIVES,https://www.crunchbase.com/organization/reign-creatives,Angel,,,,2018-10-01
Seed Round - inRecovery,https://www.crunchbase.com/funding_round/inrecovery-seed--4ad845ee,inRecovery,https://www.crunchbase.com/organization/inrecovery,Seed,,,,2018-10-01
Pre Seed Round - Blueocean.ai,https://www.crunchbase.com/funding_round/blueocean-ai-pre-seed--8e85d75f,Blueocean.ai,https://www.crunchbase.com/organization/blueocean-ai,Pre-Seed,,,,2018-10-01
Seed Round - LuluChain,https://www.crunchbase.com/funding_round/luluchain-seed--e7a68b46,LuluChain,https://www.crunchbase.com/organization/luluchain,Seed,,,,2018-10-01
Seed Round - Nudge Focus,https://www.crunchbase.com/funding_round/nudge-focus-seed--6813a265,Nudge Focus,https://www.crunchbase.com/organization/nudge-focus,Seed,,,,2018-10-01
Series A - VelosBio,https://www.crunchbase.com/funding_round/velosbio-inc-series-a--61b94a3f,VelosBio,https://www.crunchbase.com/organization/velosbio-inc,Series A,58000000,USD,58000000,2018-10-01
"Seed Round - Stop, Breathe & Think, PBC",https://www.crunchbase.com/funding_round/stop-breathe-think-pbc-seed--5a373631,"Stop, Breathe & Think, PBC",https://www.crunchbase.com/organization/stop-breathe-think-pbc,Seed,600000,USD,600000,2018-10-01
Venture Round - IndoorVu,https://www.crunchbase.com/funding_round/indoorvu-series-unknown--9f06740c,IndoorVu,https://www.crunchbase.com/organization/indoorvu,Venture - Series Unknown,1377000,USD,1377000,2018-10-01
Pre Seed Round - PREto3,https://www.crunchbase.com/funding_round/preto3-pre-seed--4f45b95a,PREto3,https://www.crunchbase.com/organization/preto3,Pre-Seed,300000,USD,300000,2018-10-01
Venture Round - SonoSim,https://www.crunchbase.com/funding_round/sonosim-series-unknown--58cd2d81,SonoSim,https://www.crunchbase.com/organization/sonosim,Venture - Series Unknown,,,,2018-10-01
Private Equity Round - Tanium,https://www.crunchbase.com/funding_round/tanium-private-equity--d621888f,Tanium,https://www.crunchbase.com/organization/tanium,Private Equity,200000000,USD,200000000,2018-10-02
Series B - SuitX,https://www.crunchbase.com/funding_round/suitx-series-b--f5bb7f48,SuitX,https://www.crunchbase.com/organization/suitx,Series B,,,,2018-10-02
Seed Round - Centaur Analytics,https://www.crunchbase.com/funding_round/centaur-analytics-seed--4841a368,Centaur Analytics,https://www.crunchbase.com/organization/centaur-analytics,Seed,3000000,USD,3000000,2018-10-02
Series A - STRIVR,https://www.crunchbase.com/funding_round/strivr-labs-inc-series-a--af8d76b1,STRIVR,https://www.crunchbase.com/organization/strivr-labs-inc,Series A,16000000,USD,16000000,2018-10-02
Debt Financing - M-theory group,https://www.crunchbase.com/funding_round/m-theory-group-debt-financing--bdb3368c,M-theory group,https://www.crunchbase.com/organization/m-theory-group,Debt Financing,4000000,USD,4000000,2018-10-02
Seed Round - Lumina,https://www.crunchbase.com/funding_round/luminaapp-seed--a5a847f8,Lumina,https://www.crunchbase.com/organization/luminaapp,Seed,4000000,USD,4000000,2018-10-02
Seed Round - MHP Cheltenham,https://www.crunchbase.com/funding_round/mhp-cheltenham-seed--bb7d5ea3,MHP Cheltenham,https://www.crunchbase.com/organization/mhp-cheltenham,Seed,350000,USD,350000,2018-10-02
Venture Round - CloudKnox Security,https://www.crunchbase.com/funding_round/cloudknox-security-inc-series-unknown--ef0413d9,CloudKnox Security,https://www.crunchbase.com/organization/cloudknox-security-inc,Venture - Series Unknown,10750000,USD,10750000,2018-10-03
Series A - Amplify Surgical Inc.,https://www.crunchbase.com/funding_round/innovasive-inc-series-a--5fabf2a8,Amplify Surgical Inc.,https://www.crunchbase.com/organization/innovasive-inc,Series A,7300000,USD,7300000,2018-10-03
Pre Seed Round - MK Decision,https://www.crunchbase.com/funding_round/mk-decision-pre-seed--1fded0e4,MK Decision,https://www.crunchbase.com/organization/mk-decision,Pre-Seed,938000,USD,938000,2018-10-03
Seed Round - Hmatix Inc,https://www.crunchbase.com/funding_round/hmatix-seed--1da6677a,Hmatix Inc,https://www.crunchbase.com/organization/hmatix,Seed,500000,USD,500000,2018-10-03
Secondary Market - Hims,https://www.crunchbase.com/funding_round/hims-secondary-market--bd6b340a,Hims,https://www.crunchbase.com/organization/hims,Secondary Market,,,,2018-10-03
Venture Round - Solstice Studios,https://www.crunchbase.com/funding_round/solstice-studios-series-unknown--ca234e0e,Solstice Studios,https://www.crunchbase.com/organization/solstice-studios,Venture - Series Unknown,25000000,USD,25000000,2018-10-03
Angel Round - LifeCouple,https://www.crunchbase.com/funding_round/lifecouple-angel--caeb23a0,LifeCouple,https://www.crunchbase.com/organization/lifecouple,Angel,475000,USD,475000,2018-10-04
Venture Round - SKALE Labs,https://www.crunchbase.com/funding_round/skale-labs-series-unknown--1cc69a94,SKALE Labs,https://www.crunchbase.com/organization/skale-labs,Venture - Series Unknown,8860000,USD,8860000,2018-10-04
Venture Round - Adelante Financial,https://www.crunchbase.com/funding_round/adelante-financial-series-unknown--2214e172,Adelante Financial,https://www.crunchbase.com/organization/adelante-financial,Venture - Series Unknown,2287954,USD,2287954,2018-10-04
Venture Round - Basis,https://www.crunchbase.com/funding_round/basis-27c7-series-unknown--fe2cb033,Basis,https://www.crunchbase.com/organization/basis-27c7,Venture - Series Unknown,3750000,USD,3750000,2018-10-04
Seed Round - Turing,https://www.crunchbase.com/funding_round/turing-seed--2b3d9a41,Turing,https://www.crunchbase.com/organization/turing,Seed,,,,2018-10-05
Series C - Brex,https://www.crunchbase.com/funding_round/brex-series-c--59052a82,Brex,https://www.crunchbase.com/organization/brex,Series C,125000000,USD,125000000,2018-10-05
"Seed Round - Senseye, Inc.",https://www.crunchbase.com/funding_round/senseye-inc-seed--1d1e2a24,"Senseye, Inc.",https://www.crunchbase.com/organization/senseye-inc,Seed,,,,2018-10-05
Seed Round - Hifinite Health,https://www.crunchbase.com/funding_round/hifinite-health-seed--015de10d,Hifinite Health,https://www.crunchbase.com/organization/hifinite-health,Seed,500000,USD,500000,2018-10-05
Seed Round - Jitsuin,https://www.crunchbase.com/funding_round/jitsuin-seed--3c03b495,Jitsuin,https://www.crunchbase.com/organization/jitsuin,Seed,2800000,USD,2800000,2018-10-05
Funding Round - The SHO Group L.P.,https://www.crunchbase.com/funding_round/the-sho-group-l-p-undisclosed--fecb0c27,The SHO Group L.P.,https://www.crunchbase.com/organization/the-sho-group-l-p,Funding Round,,,,2018-10-08
Series A - BroadSpot Imaging Corporation,https://www.crunchbase.com/funding_round/broadspot-imaging-corporation-series-a--0736e462,BroadSpot Imaging Corporation,https://www.crunchbase.com/organization/broadspot-imaging-corporation,Series A,8600000,USD,8600000,2018-10-09
Series B - Once Upon a Farm,https://www.crunchbase.com/funding_round/once-upon-a-farm-series-b--6abd7d13,Once Upon a Farm,https://www.crunchbase.com/organization/once-upon-a-farm,Series B,20000000,USD,20000000,2018-10-09
Series B - TidalScale,https://www.crunchbase.com/funding_round/tidalscale-series-b--147a450d,TidalScale,https://www.crunchbase.com/organization/tidalscale,Series B,27000000,USD,27000000,2018-10-09
Corporate Round - JeniVision,https://www.crunchbase.com/funding_round/jenivision-corporate-round--2dc5dedb,JeniVision,https://www.crunchbase.com/organization/jenivision,Corporate Round,,,,2018-10-09
Series A - Blockfolio,https://www.crunchbase.com/funding_round/blockfolio-series-a--de239bf4,Blockfolio,https://www.crunchbase.com/organization/blockfolio,Series A,11500000,USD,11500000,2018-10-10
Series E - Berkeley Lights,https://www.crunchbase.com/funding_round/berkeley-lights-series-e--c645e420,Berkeley Lights,https://www.crunchbase.com/organization/berkeley-lights,Series E,50900000,USD,50900000,2018-10-10
Series B - PayActiv,https://www.crunchbase.com/funding_round/payactiv-series-b--9e177c7f,PayActiv,https://www.crunchbase.com/organization/payactiv,Series B,20000000,USD,20000000,2018-10-10
"Venture Round - Titan Health & Security Technologies, ""Titan HST""",https://www.crunchbase.com/funding_round/titan-health-security-technologies-series-unknown--c1786007,"Titan Health & Security Technologies, ""Titan HST""",https://www.crunchbase.com/organization/titan-health-security-technologies,Venture - Series Unknown,1566000,USD,1566000,2018-10-10
Seed Round - Cohereum,https://www.crunchbase.com/funding_round/cohereum-seed--7b68b482,Cohereum,https://www.crunchbase.com/organization/cohereum,Seed,2000000,USD,2000000,2018-10-10
Seed Round - CARFIT,https://www.crunchbase.com/funding_round/carfit-seed--cc12a0fa,CARFIT,https://www.crunchbase.com/organization/carfit,Seed,2500000,USD,2500000,2018-10-11
Private Equity Round - SkinSpirit Skincare Clinic and Spa,https://www.crunchbase.com/funding_round/skinspirit-skincare-clinic-and-spa-private-equity--894d3193,SkinSpirit Skincare Clinic and Spa,https://www.crunchbase.com/organization/skinspirit-skincare-clinic-and-spa,Private Equity,,,,2018-10-11
Venture Round - Upgrade Labs,https://www.crunchbase.com/funding_round/upgrade-labs-series-unknown--edee9ab3,Upgrade Labs,https://www.crunchbase.com/organization/upgrade-labs,Venture - Series Unknown,6450000,USD,6450000,2018-10-11
Venture Round - Debt Logic,https://www.crunchbase.com/funding_round/debt-logic-series-unknown--2bb1f534,Debt Logic,https://www.crunchbase.com/organization/debt-logic,Venture - Series Unknown,1750000,USD,1750000,2018-10-11
Series A - Flo Health,https://www.crunchbase.com/funding_round/owhealth-series-a--8093bd25,Flo Health,https://www.crunchbase.com/organization/owhealth,Series A,12000000,USD,12000000,2018-10-11
Seed Round - Juicedata,https://www.crunchbase.com/funding_round/juicefs-seed--3ecea0cb,Juicedata,https://www.crunchbase.com/organization/juicefs,Seed,,,,2018-10-12
Pre Seed Round - SMBX,https://www.crunchbase.com/funding_round/smbx-pre-seed--6d534ad2,SMBX,https://www.crunchbase.com/organization/smbx,Pre-Seed,100000,USD,100000,2018-10-12
Venture Round - LegalMation,https://www.crunchbase.com/funding_round/legalmation-series-unknown--5712df2a,LegalMation,https://www.crunchbase.com/organization/legalmation,Venture - Series Unknown,3467000,USD,3467000,2018-10-12
Angel Round - Koi Trading,https://www.crunchbase.com/funding_round/koi-trading-angel--14995bef,Koi Trading,https://www.crunchbase.com/organization/koi-trading,Angel,2999000,USD,2999000,2018-10-12
Seed Round - Jumpstart,https://www.crunchbase.com/funding_round/jumpstartrecovery-seed--c1119ce4,Jumpstart,https://www.crunchbase.com/organization/jumpstartrecovery,Seed,600000,USD,600000,2018-10-12
Grant - Salk Institute for Biological Studies,https://www.crunchbase.com/funding_round/salk-institute-for-biological-studies-grant--588e642e,Salk Institute for Biological Studies,https://www.crunchbase.com/organization/salk-institute-for-biological-studies,Grant,3500000,USD,3500000,2018-10-13
Pre Seed Round - Humm.ly,https://www.crunchbase.com/funding_round/hum-4-pre-seed--2da45d0e,Humm.ly,https://www.crunchbase.com/organization/hum-4,Pre-Seed,500000,USD,500000,2018-10-15
Series A - TokenInsight,https://www.crunchbase.com/funding_round/tokeninsight-series-a--b1f40e68,TokenInsight,https://www.crunchbase.com/organization/tokeninsight,Series A,2000000,USD,2000000,2018-10-15
Convertible Note - Sikka Software,https://www.crunchbase.com/funding_round/sikka-software-convertible-note--72bbb7c0,Sikka Software,https://www.crunchbase.com/organization/sikka-software,Convertible Note,2000000,USD,2000000,2018-10-15
Grant - Wikimedia Endowment,https://www.crunchbase.com/funding_round/wikimedia-endowment-grant--39ed1d0c,Wikimedia Endowment,https://www.crunchbase.com/organization/wikimedia-endowment,Grant,2000000,USD,2000000,2018-10-15
Venture Round - Peach Finance,https://www.crunchbase.com/funding_round/peach-finance-series-unknown--adf27320,Peach Finance,https://www.crunchbase.com/organization/peach-finance,Venture - Series Unknown,2000000,USD,2000000,2018-10-15
Seed Round - Ghiaccio LLC,https://www.crunchbase.com/funding_round/ghiaccio-llc-seed--ec1ef85b,Ghiaccio LLC,https://www.crunchbase.com/organization/ghiaccio-llc,Seed,400000,USD,400000,2018-10-15
Convertible Note - Jawbone Health,https://www.crunchbase.com/funding_round/jawbone-health-convertible-note--8ec5fbda,Jawbone Health,https://www.crunchbase.com/organization/jawbone-health,Convertible Note,,,,2018-10-15
Private Equity Round - Software Is Correct,https://www.crunchbase.com/funding_round/software-is-correct-private-equity--c993a7f5,Software Is Correct,https://www.crunchbase.com/organization/software-is-correct,Private Equity,52190000,USD,52190000,2018-10-16
Secondary Market - Flurry,https://www.crunchbase.com/funding_round/flurry-secondary-market--83c10f8b,Flurry,https://www.crunchbase.com/organization/flurry,Secondary Market,,,,2018-10-16
Series A - NowRx,https://www.crunchbase.com/funding_round/nowrx-series-a--910e4468,NowRx,https://www.crunchbase.com/organization/nowrx,Series A,7000000,USD,7000000,2018-10-16
Venture Round - EnterpriseAlumni,https://www.crunchbase.com/funding_round/enterprisejungle-series-unknown--e99ee645,EnterpriseAlumni,https://www.crunchbase.com/organization/enterprisejungle,Venture - Series Unknown,,,,2018-10-16
Series D - Numerify,https://www.crunchbase.com/funding_round/numerify-series-d--5f20d021,Numerify,https://www.crunchbase.com/organization/numerify,Series D,27500000,USD,27500000,2018-10-16
Seed Round - LifeView,https://www.crunchbase.com/funding_round/lifeview-seed--ed43804a,LifeView,https://www.crunchbase.com/organization/lifeview,Seed,800000,USD,800000,2018-10-16
Seed Round - Oh My Green,https://www.crunchbase.com/funding_round/oh-my-green-seed--2c89674b,Oh My Green,https://www.crunchbase.com/organization/oh-my-green,Seed,20000000,USD,20000000,2018-10-17
Seed Round - Lensabl,https://www.crunchbase.com/funding_round/lensabl-seed--0bd551d9,Lensabl,https://www.crunchbase.com/organization/lensabl,Seed,3000000,USD,3000000,2018-10-17
Venture Round - Mitokinin,https://www.crunchbase.com/funding_round/mitokinin-series-unknown--c76df77b,Mitokinin,https://www.crunchbase.com/organization/mitokinin,Venture - Series Unknown,5000000,USD,5000000,2018-10-17
Venture Round - SVXR,https://www.crunchbase.com/funding_round/svxr-series-unknown--48d543e3,SVXR,https://www.crunchbase.com/organization/svxr,Venture - Series Unknown,14052000,USD,14052000,2018-10-17
Series A - Court Buddy,https://www.crunchbase.com/funding_round/court-buddy-series-a--acc7a372,Court Buddy,https://www.crunchbase.com/organization/court-buddy,Series A,6000000,USD,6000000,2018-10-18
Debt Financing - GoGetter,https://www.crunchbase.com/funding_round/gogetter-debt-financing--8df53d96,GoGetter,https://www.crunchbase.com/organization/gogetter,Debt Financing,200000,USD,200000,2018-10-18
Seed Round - Advantaa Computer,https://www.crunchbase.com/funding_round/advantaa-computer-seed--19ced242,Advantaa Computer,https://www.crunchbase.com/organization/advantaa-computer,Seed,100000,USD,100000,2018-10-18
Series B - Inflammatix,https://www.crunchbase.com/funding_round/inflammatix-series-b--9545e2c2,Inflammatix,https://www.crunchbase.com/organization/inflammatix,Series B,,,,2018-10-18
Series B - ProducePay,https://www.crunchbase.com/funding_round/produce-pay-series-b--6b04ed75,ProducePay,https://www.crunchbase.com/organization/produce-pay,Series B,14000000,USD,14000000,2018-10-18
Series B - Incorta,https://www.crunchbase.com/funding_round/incorta-series-b--19a11056,Incorta,https://www.crunchbase.com/organization/incorta,Series B,15000000,USD,15000000,2018-10-18
Series B - BitGo,https://www.crunchbase.com/funding_round/bitgo-series-b--4e61796e,BitGo,https://www.crunchbase.com/organization/bitgo,Series B,15000000,USD,15000000,2018-10-18
Seed Round - Medinas Health,https://www.crunchbase.com/funding_round/medinas-seed--03798d6c,Medinas Health,https://www.crunchbase.com/organization/medinas,Seed,2475000,USD,2475000,2018-10-18
Debt Financing - LendingUSA,https://www.crunchbase.com/funding_round/lendingusa-debt-financing--ca1e18ba,LendingUSA,https://www.crunchbase.com/organization/lendingusa,Debt Financing,50000000,USD,50000000,2018-10-18
Venture Round - Curebase,https://www.crunchbase.com/funding_round/curebase-series-unknown--2d67cc21,Curebase,https://www.crunchbase.com/organization/curebase,Venture - Series Unknown,2513000,USD,2513000,2018-10-19
Venture Round - Turning Point Therapeutics,https://www.crunchbase.com/funding_round/tp-therapeutics-series-unknown--7503ffb5,Turning Point Therapeutics,https://www.crunchbase.com/organization/tp-therapeutics,Venture - Series Unknown,80000000,USD,80000000,2018-10-19
Corporate Round - Ondot Systems,https://www.crunchbase.com/funding_round/ondot-corporate-round--f92bf643,Ondot Systems,https://www.crunchbase.com/organization/ondot,Corporate Round,,,,2018-10-22
Grant - Children’s Hospital Los Angeles,https://www.crunchbase.com/funding_round/children-s-hospital-los-angeles-grant--f5b570d6,Children’s Hospital Los Angeles,https://www.crunchbase.com/organization/children-s-hospital-los-angeles,Grant,5500000,USD,5500000,2018-10-22
Venture Round - Hummingbird,https://www.crunchbase.com/funding_round/hummingbird-fintech-series-unknown--7e8d85b7,Hummingbird,https://www.crunchbase.com/organization/hummingbird-fintech,Venture - Series Unknown,3005068,USD,3005068,2018-10-22
Venture Round - SIEMonster,https://www.crunchbase.com/funding_round/siemonster-series-unknown--6fe1cd89,SIEMonster,https://www.crunchbase.com/organization/siemonster,Venture - Series Unknown,1887000,USD,1887000,2018-10-22
Venture Round - Shift Payments,https://www.crunchbase.com/funding_round/shift-payments-series-unknown--ab5f8e65,Shift Payments,https://www.crunchbase.com/organization/shift-payments,Venture - Series Unknown,5600000,USD,5600000,2018-10-22
Venture Round - Mursion,https://www.crunchbase.com/funding_round/mursion-series-unknown--a928f40b,Mursion,https://www.crunchbase.com/organization/mursion,Venture - Series Unknown,4502000,USD,4502000,2018-10-22
Seed Round - Promethium,https://www.crunchbase.com/funding_round/promethium-inc-seed--d1633c64,Promethium,https://www.crunchbase.com/organization/promethium-inc,Seed,2500000,USD,2500000,2018-10-22
Corporate Round - Tala,https://www.crunchbase.com/funding_round/inventure-corporate-round--65d6f137,Tala,https://www.crunchbase.com/organization/inventure,Corporate Round,,,,2018-10-22
Post-IPO Equity - Second Sight,https://www.crunchbase.com/funding_round/second-sight-post-ipo-equity--11e60f7a,Second Sight,https://www.crunchbase.com/organization/second-sight,Post-IPO Equity,4000000,USD,4000000,2018-10-22
Series D - Earlens Corporation,https://www.crunchbase.com/funding_round/earlens-series-d--3ac0c530,Earlens Corporation,https://www.crunchbase.com/organization/earlens,Series D,87000000,USD,87000000,2018-10-22
Series A - Bright Machines,https://www.crunchbase.com/funding_round/bright-machines-series-a--8bd5de9e,Bright Machines,https://www.crunchbase.com/organization/bright-machines,Series A,179000000,USD,179000000,2018-10-23
Series B - Yellowbrick Data,https://www.crunchbase.com/funding_round/yellowbrick-data-series-b--3b53594d,Yellowbrick Data,https://www.crunchbase.com/organization/yellowbrick-data,Series B,48000000,USD,48000000,2018-10-23
Seed Round - Yerba Buena Virtual Reality,https://www.crunchbase.com/funding_round/yerba-buena-virtual-reality-seed--6d85a230,Yerba Buena Virtual Reality,https://www.crunchbase.com/organization/yerba-buena-virtual-reality,Seed,,,,2018-10-24
Venture Round - Clearinghouse CDFI,https://www.crunchbase.com/funding_round/clearinghouse-cdfi-series-unknown--fbe45dc5,Clearinghouse CDFI,https://www.crunchbase.com/organization/clearinghouse-cdfi,Venture - Series Unknown,50000,USD,50000,2018-10-24
Venture Round - Alpaca,https://www.crunchbase.com/funding_round/alpacadb-series-unknown--bd471b2f,Alpaca,https://www.crunchbase.com/organization/alpacadb,Venture - Series Unknown,3000000,USD,3000000,2018-10-24
Series A - Provino Technologies,https://www.crunchbase.com/funding_round/provino-technologies-series-a--441537da,Provino Technologies,https://www.crunchbase.com/organization/provino-technologies,Series A,8000000,USD,8000000,2018-10-25
Venture Round - JustFoodForDogs,https://www.crunchbase.com/funding_round/justfoodfordogs-series-unknown--bdc9ec87,JustFoodForDogs,https://www.crunchbase.com/organization/justfoodfordogs,Venture - Series Unknown,8500000,USD,8500000,2018-10-25
Seed Round - NeuCures,https://www.crunchbase.com/funding_round/neucures-seed--c9353616,NeuCures,https://www.crunchbase.com/organization/neucures,Seed,485000,USD,485000,2018-10-25
Series C - Arctic Wolf Networks,https://www.crunchbase.com/funding_round/arctic-wolf-networks-series-c--d30eec98,Arctic Wolf Networks,https://www.crunchbase.com/organization/arctic-wolf-networks,Series C,45000000,USD,45000000,2018-10-25
Series B - EndoClot Plus,https://www.crunchbase.com/funding_round/endoclot-plus-series-b--ab110c99,EndoClot Plus,https://www.crunchbase.com/organization/endoclot-plus,Series B,,,,2018-10-26
Series A - Cloudbreak Therapeutics,https://www.crunchbase.com/funding_round/cloudbreak-therapeutics-series-a--6911aeb5,Cloudbreak Therapeutics,https://www.crunchbase.com/organization/cloudbreak-therapeutics,Series A,15816642,USD,15816642,2018-10-26
Seed Round - Backstage Capital,https://www.crunchbase.com/funding_round/backstage-capital-seed--465253b1,Backstage Capital,https://www.crunchbase.com/organization/backstage-capital,Seed,1000000,USD,1000000,2018-10-28
Convertible Note - Camino Financial,https://www.crunchbase.com/funding_round/camino-financial-convertible-note--230dec7e,Camino Financial,https://www.crunchbase.com/organization/camino-financial,Convertible Note,1000000,USD,1000000,2018-10-29
"Venture Round - Varius Solutions, Inc.",https://www.crunchbase.com/funding_round/varius-solutions-inc-series-unknown--df2adb03,"Varius Solutions, Inc.",https://www.crunchbase.com/organization/varius-solutions-inc,Venture - Series Unknown,5000000,USD,5000000,2018-10-29
Series B - Ethos Life,https://www.crunchbase.com/funding_round/ethos-life-series-b--054d0379,Ethos Life,https://www.crunchbase.com/organization/ethos-life,Series B,35000000,USD,35000000,2018-10-29
